"feature","rho","p","padj","Genus","Phylum"
"g__Oribacterium_HROM_Genome_1852",-0.327950082625611,0.000814180600078296,0.00869491782148832,"g__Oribacterium","p__Firmicutes_A"
"g__Streptococcus_HROM_Genome_2273",0.32733003575861,0.000834095540846207,0.00884105709689775,"g__Streptococcus","p__Firmicutes"
"s__Prevotella shahii",-0.327244931286669,0.000836863419859023,0.00884105709689775,"g__Prevotella","p__Bacteroidota"
"s__Johnsonella ignava",-0.326448596584933,0.000863172329133037,0.00907023329810918,"g__Johnsonella","p__Firmicutes_A"
"g__Nanogingivalis_HROM_Genome_3824",-0.32629662431361,0.000868278107852616,0.00907535362728931,"g__Nanogingivalis","p__Patescibacteria"
"g__Pauljensenia_HROM_Genome_0220",-0.326041310897786,0.000876917925657093,0.0091163051581578,"g__Pauljensenia","p__Actinobacteriota"
"g__Oribacterium_HROM_Genome_1778",-0.325907575299021,0.000881474799007625,0.0091163051581578,"g__Oribacterium","p__Firmicutes_A"
"g__Granulicatella_HROM_Genome_2591",0.32503829390705,0.000911625223585002,0.00932991439762776,"g__Granulicatella","p__Firmicutes"
"g__Streptococcus_HROM_Genome_2262",-0.32503829390705,0.000911625223585002,0.00932991439762776,"g__Streptococcus","p__Firmicutes"
"g__Saccharimonas_HROM_Genome_3367",-0.324333142568108,0.000936770968116211,0.00951301055981185,"g__Saccharimonas","p__Patescibacteria"
"g__Pauljensenia_HROM_Genome_0294",-0.324248038096167,0.00093984820982042,0.00951301055981185,"g__Pauljensenia","p__Actinobacteriota"
"g__JABCPE02_HROM_Genome_1204",0.324132539169961,0.000944039215859191,0.00951301055981185,"g__JABCPE02","p__Bacteroidota"
"s__Actinomyces oris_D",-0.32371917459196,0.000959178668498745,0.00960104905515125,"g__Actinomyces","p__Actinobacteriota"
"g__Rothia_HROM_Genome_0144",-0.323627991229166,0.000962547920541881,0.00960104905515125,"g__Rothia","p__Actinobacteriota"
"g__Nanosynbacter_HROM_Genome_3428",-0.323105206615813,0.000982074170625463,0.00974634214787391,"g__Nanosynbacter","p__Patescibacteria"
"g__CAJPNX01_HROM_Genome_4853",0.322071795170812,0.00102173891182015,0.0100890299584251,"g__CAJPNX01","p__Proteobacteria"
"g__Streptococcus_HROM_Genome_2305",-0.32157332612087,0.00104138853339938,0.0102316423406489,"g__Streptococcus","p__Firmicutes"
"g__Streptococcus_HROM_Genome_2244",-0.32041833685881,0.00108824810887956,0.0106388434524793,"g__Streptococcus","p__Firmicutes"
"g__Saccharimonas_HROM_Genome_3421",-0.319676712174751,0.00111934091071173,0.0108525035328419,"g__Saccharimonas","p__Patescibacteria"
"s__Veillonella sp900757715",-0.31963415993878,0.00112114921993226,0.0108525035328419,"g__Veillonella","p__Firmicutes_C"
