"feature","synergy","p","padj","Genus"
"s__Anaeroglobus micronuciformis",-0.713959798918301,0.2922605244485,0.852378399856379,"g__Anaeroglobus"
"s__Prevotella histicola",-1.36536552877429,0.307295419122254,0.852378399856379,"g__Prevotella"
"s__Prevotella melaninogenica",-1.4349053500671,0.317103853991262,0.852378399856379,"g__Prevotella"
"s__Ralstonia pickettii_B",-0.676403997775489,0.319053964279025,0.852378399856379,"g__Ralstonia"
"s__Cutibacterium acnes",1.14634214496563,0.342080305916446,0.852378399856379,"g__Cutibacterium"
"s__Porphyromonas gingivalis",1.12725345399716,0.34560747082102,0.852378399856379,"g__Porphyromonas"
"s__Pseudomonas_E juntendi",1.54210972675617,0.350139168172725,0.852378399856379,"g__Pseudomonas_E"
"g__Prevotella_HROM_Genome_0987",-0.713781892065258,0.384803603840973,0.852378399856379,"g__Prevotella"
"s__Micrococcus luteus",1.83119680644159,0.393350058243152,0.852378399856379,"g__Micrococcus"
"s__Fannyhessea vaginae",1.75816152031134,0.397765091061926,0.852378399856379,"g__Fannyhessea"
"s__Neisseria sp000090875",-0.827129186027049,0.416931543388539,0.852378399856379,"g__Neisseria"
"s__Burkholderia contaminans",-1.23294949912879,0.437014975595494,0.852378399856379,"g__Burkholderia"
"s__Sphingomonas echinoides",-0.664230117438234,0.442776670533994,0.852378399856379,"g__Sphingomonas"
"s__Comamonas tsuruhatensis",1.19331716311302,0.473198431619315,0.852378399856379,"g__Comamonas"
"s__Lactobacillus iners",-1.24547773864761,0.483549695032699,0.852378399856379,"g__Lactobacillus"
"s__Klebsiella aerogenes",-0.625525119487356,0.483805007611452,0.852378399856379,"g__Klebsiella"
"s__Pauljensenia sp000278725",-0.704626280846912,0.484115232657546,0.852378399856379,"g__Pauljensenia"
"s__Neisseria elongata",-0.820846710295524,0.484686819674884,0.852378399856379,"g__Neisseria"
"s__Neisseria subflava",1.2423442811754,0.486300760273289,0.852378399856379,"g__Neisseria"
"s__Pauljensenia sp000466265",-0.633704584963,0.491005122658505,0.852378399856379,"g__Pauljensenia"
"s__Moraxella_A cinereus",1.38132110488518,0.492435739147292,0.852378399856379,"g__Moraxella_A"
"s__Prevotella salivae",-0.540412567376072,0.500942809855671,0.852378399856379,"g__Prevotella"
"s__Alloprevotella sp905369775",-0.910740594026747,0.502556553609795,0.852378399856379,"g__Alloprevotella"
"g__Streptococcus_HROM_Genome_2214",2.12288278180668,0.512695191006755,0.852378399856379,"g__Streptococcus"
"s__Sphingomonas sp017418975",1.21509476471792,0.512924347875271,0.852378399856379,"g__Sphingomonas"
"g__Alloprevotella_HROM_Genome_1059",0.632769893821186,0.526225273948025,0.852378399856379,"g__Alloprevotella"
"s__Cutibacterium modestum",-0.857359751010418,0.534137546604771,0.852378399856379,"g__Cutibacterium"
"s__Achromobacter xylosoxidans",1.29723685081383,0.538266598924572,0.852378399856379,"g__Achromobacter"
"s__Klebsiella pneumoniae",-0.650596461965404,0.538344252540871,0.852378399856379,"g__Klebsiella"
"s__Lawsonella sp018376445",0.912262953984848,0.568233112287794,0.864078073312865,"g__Lawsonella"
"s__Lactobacillus crispatus",0.976443122585374,0.576025609532037,0.864078073312865,"g__Lactobacillus"
"s__Neisseria subflava_C",-0.867137278790879,0.579841864986265,0.864078073312865,"g__Neisseria"
"s__Prevotella timonensis",0.961499463530159,0.606561372705357,0.886512775492444,"g__Prevotella"
"s__Agrobacterium pusense",-0.423763556295577,0.66420689925699,0.945565688719464,"g__Agrobacterium"
"s__Sphingobium yanoikuyae",-0.448952916481268,0.688573592454218,0.945565688719464,"g__Sphingobium"
"s__Alloprevotella sp015259235",0.487191406717761,0.694870713793836,0.945565688719464,"g__Alloprevotella"
"s__Acinetobacter baumannii",-0.584690663418569,0.731575183098311,0.945565688719464,"g__Acinetobacter"
"s__Escherichia coli",-0.521877319261798,0.738403087439494,0.945565688719464,"g__Escherichia"
"s__Acinetobacter junii",-0.499820135259642,0.741350945639585,0.945565688719464,"g__Acinetobacter"
"s__Prevotella aurantiaca",-0.389540177813248,0.745211168396038,0.945565688719464,"g__Prevotella"
"s__Stenotrophomonas maltophilia",0.450055217723267,0.751519054270177,0.945565688719464,"g__Stenotrophomonas"
"s__Acidovorax_A wautersii",-0.63499712423381,0.758940881735359,0.945565688719464,"g__Acidovorax_A"
"g__Neisseria_HROM_Genome_4837",-0.428247531751155,0.775300188969886,0.949757070458319,"g__Neisseria"
"s__Neisseria mucosa_A",-0.268090119226071,0.787298624195712,0.949757070458319,"g__Neisseria"
"s__Alloprevotella sp015257125",0.222980651543225,0.806596747790572,0.957833638001304,"g__Alloprevotella"
"s__Rothia dentocariosa",-0.230719081333332,0.857677691282496,0.965962155302286,"g__Rothia"
"s__Prevotella shahii",-0.217077316286494,0.86313835298398,0.965962155302286,"g__Prevotella"
"s__Neisseria sp000186165",-0.313032272094424,0.88046414573778,0.965962155302286,"g__Neisseria"
"s__Bifidobacterium swidsinskii",-0.316578273482346,0.898013354107768,0.965962155302286,"g__Bifidobacterium"
"s__Prevotella intermedia",-0.160198339646857,0.903419499229646,0.965962155302286,"g__Prevotella"
"s__Neisseria sicca_A",-0.122637803813149,0.909833917527165,0.965962155302286,"g__Neisseria"
"s__Prevotella melaninogenica_A",0.119458893604987,0.925639474070046,0.965962155302286,"g__Prevotella"
"g__Prevotella_HROM_Genome_1010",0.114878789190393,0.93504278558931,0.965962155302286,"g__Prevotella"
"s__Acinetobacter johnsonii",-0.181341274989273,0.935862652460758,0.965962155302286,"g__Acinetobacter"
"s__Streptococcus agalactiae",-0.171142328875666,0.947757898303407,0.965962155302286,"g__Streptococcus"
"g__Neisseria_HROM_Genome_4825",-0.0615385100989036,0.96465484435446,0.965962155302286,"g__Neisseria"
"s__Bifidobacterium piotii",0.0931875775044143,0.965962155302286,0.965962155302286,"g__Bifidobacterium"
