"feature","rho","p","padj","Genus","Phylum"
"Streptococcus_oralis_AC",-0.127006266590611,0.205641364627044,0.369905571167255,"Streptococcus","Bacillota"
"Lactobacillus_paragasseri",-0.126884688773552,0.206079201660657,0.370039337471288,"Lactobacillus","Bacillota"
"Catonella_sp916438525",-0.126781347629052,0.206451887072613,0.370039337471288,"Catonella","Bacillota_A"
"Veillonella_sp934202095",0.126726637611376,0.206649386106758,0.370039337471288,"Veillonella","Bacillota_C"
"Neisseria_sp002237445",0.126209931888875,0.208521319332294,0.372822545278827,"Neisseria","Pseudomonadota"
"Prevotella_sp013333935",-0.126124827416934,0.208830794916483,0.372822545278827,"Prevotella","Bacteroidota"
"Nanoperiomorbus_sp905365345",-0.125717541729787,0.21031639413411,0.374892581898657,"Nanoperiomorbus","Patescibacteria"
"Nanosynbacter_sp013333695",0.125553411676757,0.21091719241373,0.374892581898657,"Nanosynbacter","Patescibacteria"
"Streptococcus_mitis_Y",-0.125486543877375,0.211162312204829,0.374892581898657,"Streptococcus","Bacillota"
"Campylobacter_B_sp900539505",-0.125462228313963,0.211251496948781,0.374892581898657,"Campylobacter_B","Campylobacterota"
"Pauljensenia_sp900554605",-0.125298098260933,0.211854195546182,0.37540184575918,"Pauljensenia","Actinomycetota"
"Prevotella_bivia",-0.125194757116433,0.212234299667959,0.375515747477981,"Prevotella","Bacteroidota"
"Bulleidia_sp015256455",-0.125030627063404,0.212838991222171,0.376026092961607,"Bulleidia","Bacillota"
"Prevotella_saccharolytica",-0.124647656939668,0.214254699706363,0.377965634941938,"Prevotella","Bacteroidota"
"Streptococcus_mitis_AV",-0.124355870178727,0.215337814110848,0.378749105723307,"Streptococcus","Bacillota"
"Streptococcus_oralis_BI",-0.124282923488491,0.215609198634978,0.378749105723307,"Streptococcus","Bacillota"
"CAJPSE01_sp905373185",-0.124270765706785,0.215654452964406,0.378749105723307,"CAJPSE01","Synergistota"
"Streptococcus_parasanguinis_K",-0.123948584491579,0.216856148374116,0.380297876720979,"Streptococcus","Bacillota"
"Streptococcus_pseudopneumoniae_M",-0.123778375547697,0.217492918212059,0.380852842053222,"Streptococcus","Bacillota"
"Capnocytophaga_sp915070235",0.123127934226431,0.219938483491288,0.384568907163444,"Capnocytophaga","Bacteroidota"
"Campylobacter_A_concisus_H",-0.122617307394784,0.221871934089991,0.387379926039646,"Campylobacter_A","Campylobacterota"
"Eikenella_shayeganii",-0.121529185932107,0.226031946270631,0.393854154973885,"Eikenella","Pseudomonadota"
"Malassezia_restricta",-0.12147447591443,0.226242546549338,0.393854154973885,"Malassezia","Basidiomycota"
"Treponema_D_sp024696245",0.121134058026665,0.227556046491928,0.395561607132898,"Treponema_D","Spirochaetota"
"Lancefieldella_sp902373375",-0.120799719029753,0.228851291736107,0.397232388137563,"Lancefieldella","Actinomycetota"
"Campylobacter_A_curvus",-0.120599115631606,0.229630915165498,0.398004603690636,"Campylobacter_A","Campylobacterota"
"Nanosynbacter_sp905373315",0.120155356599341,0.231362142203225,0.400421524133383,"Nanosynbacter","Patescibacteria"
"Campylobacter_A_sp012978815",-0.120021621000576,0.231885667505863,0.400732925475867,"Campylobacter_A","Campylobacterota"
"Saccharimonas_sp927910745",-0.119863569838399,0.232505446341934,0.400732925475867,"Saccharimonas","Patescibacteria"
"Neisseria_animalis",0.119851412056693,0.232553169536037,0.400732925475867,"Neisseria","Pseudomonadota"
"Pauljensenia_sp916438945",-0.119498836387222,0.233940120407905,0.402539512539795,"Pauljensenia","Actinomycetota"
"Nanosynbacter_sp015257635",-0.119389416351869,0.23437172478218,0.402699394170538,"Nanosynbacter","Patescibacteria"
"Oribacterium_sp015258095",-0.11916449739031,0.235260655268009,0.403643461924478,"Oribacterium","Bacillota_A"
"Treponema_F_brennaborense",-0.119055077354957,0.235693956621754,0.403759152329529,"Treponema_F","Spirochaetota"
"Streptococcus_mitis_BF",0.118976051773869,0.236007242110196,0.403759152329529,"Streptococcus","Bacillota"
"Streptococcus_oralis_F",0.118629554995251,0.23738430226188,0.405114898729703,"Streptococcus","Bacillota"
"Streptococcus_canis",-0.118605239431839,0.237481147531205,0.405114898729703,"Streptococcus","Bacillota"
"Streptococcus_oralis_BP",-0.118459346051369,0.238062796344853,0.405525307813797,"Streptococcus","Bacillota"
"Treponema_D_sp905372235",0.11823442708981,0.238961444286654,0.406473758593465,"Treponema_D","Spirochaetota"
"Streptococcus_sp905372925",-0.118064218145927,0.239643066877939,0.407050866454099,"Streptococcus","Bacillota"
"Centipeda_timonae",-0.11790616698375,0.240277209837901,0.407503018844398,"Centipeda","Bacillota_C"
"Actinomyces_viscosus",-0.117827141402662,0.240594717601991,0.407503018844398,"Actinomyces","Actinomycetota"
"Neisseria_sp927911515",-0.117626538004515,0.24140200566697,0.408288740736881,"Neisseria","Pseudomonadota"
"Propionibacterium_acidifaciens",0.117523196860015,0.24181861335173,0.408412402379556,"Propionibacterium","Actinomycetota"
"Neisseria_sicca_B",-0.117407697933809,0.242284822994671,0.408580998351812,"Neisseria","Pseudomonadota"
"Nanosynbacter_sp900555265",-0.11722533120822,0.243022210412918,0.408580998351812,"Nanosynbacter","Patescibacteria"
"Lachnoanaerobaculum_sp000287675",-0.117188857863103,0.243169874115306,0.408580998351812,"Lachnoanaerobaculum","Bacillota_A"
"Haemophilus_influenzae_D",-0.117158463408838,0.243292974628329,0.408580998351812,"Haemophilus","Pseudomonadota"
"Campylobacter_A_concisus_L",-0.11701864891922,0.24385979242861,0.408955279545299,"Campylobacter_A","Campylobacterota"
"Streptococcus_oralis_BL",-0.116860597757044,0.244501642119944,0.409454158423398,"Streptococcus","Bacillota"
"Metamycoplasma_orale",-0.116319576471131,0.246707579816819,0.412567246697888,"Metamycoplasma","Bacillota"
"Neisseria_elongata",0.116100736400425,0.247603757642509,0.412987578536412,"Neisseria","Pseudomonadota"
"Deinococcus_geothermalis",-0.116088578618719,0.247653611014686,0.412987578536412,"Deinococcus","Deinococcota"
"Veillonella_sp900549845",-0.115359111716366,0.250657482482352,0.417411409904085,"Veillonella","Bacillota_C"
"Haemophilus_D_sp905214375",-0.114538461451218,0.254066666824605,0.422496876719518,"Haemophilus_D","Pseudomonadota"
"Eggerthella_lenta",-0.1143986469616,0.254650643896763,0.422876558091133,"Eggerthella","Actinomycetota"
"Streptococcus_sp927910965",-0.114301384707953,0.255057430677727,0.422961345991377,"Streptococcus","Bacillota"
"Streptococcus_sanguinis_G",0.114046071292129,0.256127362104316,0.424144057857983,"Streptococcus","Bacillota"
"Saccharimonas_sp015257665",-0.113699574513511,0.257584316446834,0.42512491036124,"Saccharimonas","Patescibacteria"
"Lachnoanaerobaculum_saburreum",-0.113529365569629,0.258302083028633,0.42512491036124,"Lachnoanaerobaculum","Bacillota_A"
"Neisseria_flavescens_C",0.11351112889707,0.258379067497232,0.42512491036124,"Neisseria","Pseudomonadota"
"Peptoanaerobacter_margaretiae",-0.113505050006217,0.258404732467083,0.42512491036124,"Peptoanaerobacter","Bacillota_A"
"Peptidiphaga_sp905373325",0.113480734442805,0.258507409748677,0.42512491036124,"Peptidiphaga","Actinomycetota"
"Johnsonella_sp900766185",0.113334841062335,0.259124058224108,0.425550421586277,"Johnsonella","Bacillota_A"
"Selenomonas_sp905372355",-0.113122079882482,0.260025134728102,0.426441220954087,"Selenomonas","Bacillota_C"
"Mogibacterium_sp916438865",-0.113018738737981,0.26046357018051,0.426571880089017,"Mogibacterium","Bacillota_A"
"Corynebacterium_sp915275065",-0.112556743033157,0.262429792082719,0.429200856652479,"Corynebacterium","Actinomycetota"
"Kingella_kingae",0.112301429617334,0.263520708322887,0.430393024994385,"Kingella","Pseudomonadota"
"Eikenella_corrodens_B",0.111499016024745,0.266969341768238,0.434827429863506,"Eikenella","Pseudomonadota"
"Streptococcus_sp001556435",0.111395674880245,0.267415695563826,0.434827429863506,"Streptococcus","Bacillota"
"Streptococcus_pseudopneumoniae_C",-0.111353122644274,0.267599635069744,0.434827429863506,"Streptococcus","Bacillota"
"Actinomyces_dentalis",0.111164677027833,0.268415253621894,0.434827429863506,"Actinomyces","Actinomycetota"
"Streptococcus_parasanguinis_J",-0.111073493665039,0.268810510778392,0.434827429863506,"Streptococcus","Bacillota"
"Moraxella_sp916720335",-0.110927600284568,0.269443740432509,0.434827429863506,"Moraxella","Pseudomonadota"
"Lachnoanaerobaculum_gingivalis",0.110915442502862,0.269496555032425,0.434827429863506,"Lachnoanaerobaculum","Bacillota_A"
"HOT_345_sp013333295",-0.110878969157744,0.269655040801679,0.434827429863506,"HOT_345","Patescibacteria"
"Streptococcus_cristatus_E",0.110872890266891,0.269681461217292,0.434827429863506,"Streptococcus","Bacillota"
"Prevotella_brunnea",-0.110824259140068,0.269892887501486,0.434827429863506,"Prevotella","Bacteroidota"
"Campylobacter_A_concisus_B",0.109748295459096,0.274599344591333,0.441811394748436,"Campylobacter_A","Campylobacterota"
"Streptococcus_oralis_AA",0.10952945538839,0.275563303893215,0.442763200444638,"Streptococcus","Bacillota"
"Olegusella_massiliensis",-0.109231589736596,0.276879009137201,0.444276844620961,"Olegusella","Actinomycetota"
"Selenomonas_sp916438625",-0.108958039648213,0.278091017694308,0.445620242639531,"Selenomonas","Bacillota_C"
"Streptococcus_cristatus_C",0.108562911742772,0.279847966743369,0.44774981184736,"Streptococcus","Bacillota"
"Mitsuokella_jalaludinii",-0.108489965052536,0.280173137102133,0.44774981184736,"Mitsuokella","Bacillota_C"
"Streptococcus_sp019414905",-0.108222493855007,0.2813675904914,0.449055120931913,"Streptococcus","Bacillota"
"Leptotrichia_sp000469385",-0.107942864875771,0.282619970806164,0.450449256418939,"Leptotrichia","Fusobacteriota"
"Porphyromonas_sp003640335",0.107553815861183,0.284368594022868,0.452629529174285,"Porphyromonas","Bacteroidota"
"Streptococcus_mitis_Q",-0.107359291353888,0.285245603649927,0.453418479598615,"Streptococcus","Bacillota"
"Limosilactobacillus_oris",-0.1071769246283,0.286069434171392,0.454120904178619,"Limosilactobacillus","Bacillota"
"Streptococcus_oralis_C",-0.107018873466123,0.286784699933883,0.454649344295182,"Streptococcus","Bacillota"
"Treponema_D_sp934718065",-0.106927690103329,0.287197893701107,0.454698129974189,"Treponema_D","Spirochaetota"
"Centipeda_sp000468035",-0.10653864108874,0.288965297699754,0.45688795075134,"Centipeda","Bacillota_C"
"Oribacterium_sp000160135",-0.10628940656377,0.290101325536654,0.458075001411795,"Oribacterium","Bacillota_A"
"Streptococcus_mitis_BU",-0.105620728569946,0.293163812615714,0.462296781432473,"Streptococcus","Bacillota"
"Centipeda_sp905372865",-0.105249916227916,0.294871277257162,0.46437344193214,"Centipeda","Bacillota_C"
"Veillonella_sp934230905",0.104587317124945,0.297938627795315,0.468583370963796,"Veillonella","Bacillota_C"
"Neisseria_subflava",0.104471818198739,0.298475444295523,0.468807534038807,"Neisseria","Pseudomonadota"
"Streptococcus_sp905221355",-0.104313767036562,0.299211065324214,0.469342950752627,"Streptococcus","Bacillota"
"Campylobacter_A_concisus_AC",-0.10418611032865,0.299806089743789,0.469656707121693,"Campylobacter_A","Campylobacterota"
"Campylobacter_A_massiliensis",0.103851771331738,0.301368167496858,0.471482567307585,"Campylobacter_A","Campylobacterota"
"Streptococcus_sp020089495",-0.103499195662267,0.303021220819545,0.473445770767989,"Streptococcus","Bacillota"
"Bacteroides_sp900552405",-0.103371538954355,0.303621201137247,0.473760640619668,"Bacteroides","Bacteroidota"
"Streptococcus_sp905221195",-0.103274276700708,0.304078850375535,0.473852887413514,"Streptococcus","Bacillota"
"Streptococcus_sp905221105",-0.103189172228767,0.30447966336439,0.473856439450601,"Streptococcus","Bacillota"
"Streptococcus_mitis_BA",0.102842675450149,0.30611510925558,0.475380892546844,"Streptococcus","Bacillota"
"Actinomyces_timonensis",0.102812280995884,0.306258842464998,0.475380892546844,"Actinomyces","Actinomycetota"
"Neisseria_sp000952795",0.10255696758006,0.307467940150613,0.475930828670624,"Neisseria","Pseudomonadota"
"Streptococcus_oralis_BS",-0.102502257562384,0.30772743681084,0.475930828670624,"Streptococcus","Bacillota"
"Flavobacterium_succinicans",-0.102484020889825,0.307813967407662,0.475930828670624,"Flavobacterium","Bacteroidota"
"Lachnoclostridium_B_sp002160985",-0.102271259709972,0.308824662557051,0.476873407506927,"Lachnoclostridium_B","Bacillota_A"
"Aggregatibacter_segnis",-0.101718080642354,0.311462569772212,0.480322951308897,"Aggregatibacter","Pseudomonadota"
"Streptococcus_sp905221305",-0.10152355613506,0.312393652508479,0.481134783461893,"Streptococcus","Bacillota"
"Campylobacter_A_concisus_F",-0.101383741645442,0.313063982474479,0.481543434879891,"Campylobacter_A","Campylobacterota"
"Alloprevotella_sp015257125",-0.100964298176589,0.315080563696332,0.483574314843491,"Alloprevotella","Bacteroidota"
"Neisseria_mucosa",0.100939982613177,0.315197724141047,0.483574314843491,"Neisseria","Pseudomonadota"
"Streptococcus_oralis_I",-0.100477986908353,0.317429127332073,0.48637014484257,"Streptococcus","Bacillota"
"Actinomyces_wuliandei",-0.0998944133864699,0.320262282726645,0.48892254260914,"Actinomyces","Actinomycetota"
"Leptotrichia_A_sp905371725",0.0998944133864699,0.320262282726645,0.48892254260914,"Leptotrichia_A","Fusobacteriota"
"UBA3839_sp900321835",-0.0997910722419698,0.32076567877699,0.48892254260914,"UBA3839","Bacteroidota"
"Prevotella_seregens",0.0997545988968521,0.320943469468901,0.48892254260914,"Prevotella","Bacteroidota"
"Nanosynbacter_sp900556885",0.0997120466608815,0.321150972058653,0.48892254260914,"Nanosynbacter","Patescibacteria"
"Granulicatella_adiacens",-0.0994567332450578,0.322397799353618,0.490193073441754,"Granulicatella","Bacillota"
"Prevotella_sp003932845",-0.099091999793881,0.324184368336247,0.492279966732819,"Prevotella","Bacteroidota"
"Limosilactobacillus_fermentum",-0.0989886586493809,0.324691714978957,0.49242149121171,"Limosilactobacillus","Bacillota"
"Porphyromonas_sp900546675",-0.0987272663427042,0.32597727397033,0.493741374204743,"Porphyromonas","Bacteroidota"
"Rudaea_sp018240765",-0.0984597951451745,0.327296097904831,0.494893846945355,"Rudaea","Pseudomonadota"
"Streptococcus_sp000235485",0.0983746906732333,0.327716438074824,0.494893846945355,"Streptococcus","Bacillota"
"Lysobacter_B_sp002798195",-0.0983199806555568,0.327986838850243,0.494893846945355,"Lysobacter_B","Pseudomonadota"
"Prevotella_intermedia",0.0981315350391154,0.328919310019606,0.495671811930686,"Prevotella","Bacteroidota"
"Bacteroides_D_sp013333195",-0.0979917205494977,0.329612235841418,0.496087276475248,"Bacteroides_D","Bacteroidota"
"Pauljensenia_sp902373545",-0.0979066160775564,0.330034472322506,0.496094801000581,"Pauljensenia","Actinomycetota"
"Nanosynbacter_sp022819365",0.0977364071336739,0.330879979386291,0.496737746831186,"Nanosynbacter","Patescibacteria"
"Pauljensenia_culturomici_A",0.0969522302136438,0.334793155050355,0.501711272260402,"Pauljensenia","Actinomycetota"
"Streptococcus_mitis_BC",-0.0969035990868202,0.335036795773557,0.501711272260402,"Streptococcus","Bacillota"
"Streptococcus_mitis_BO",-0.0966786801252612,0.336165096804896,0.502767673083046,"Streptococcus","Bacillota"
"Streptococcus_mitis_BM",0.0964112089277316,0.337509990534536,0.503923414125263,"Streptococcus","Bacillota"
"Streptococcus_pseudopneumoniae_P",-0.0963564989100551,0.337785501310206,0.503923414125263,"Streptococcus","Bacillota"
"SDRW01_sp916438855",0.0960100021314371,0.339533705643826,0.505134366110482,"SDRW01","Patescibacteria"
"Streptococcus_oralis_B",0.0959613710046135,0.339779524096292,0.505134366110482,"Streptococcus","Bacillota"
"Nanogingivalis_sp900556165",0.0959431343320547,0.339871734977616,0.505134366110482,"Nanogingivalis","Patescibacteria"
"Streptococcus_mitis_L",-0.0957425309339075,0.340887097177311,0.506010934511639,"Streptococcus","Bacillota"
"Nanosynbacter_sp013099015",0.0954872175180837,0.342182140009798,0.506851064209392,"Nanosynbacter","Patescibacteria"
"Neisseria_macacae",-0.0954629019546719,0.342305638822659,0.506851064209392,"Neisseria","Pseudomonadota"
"Streptococcus_mitis",-0.0953534819193189,0.342861730782796,0.507043032214856,"Streptococcus","Bacillota"
"Veillonella_dispar",-0.0952622985565247,0.343325574833864,0.507098271400577,"Veillonella","Bacillota_C"
"Gemella_sanguinis",-0.0940829937310531,0.34936015782503,0.515371250191018,"Gemella","Bacillota"
"Streptococcus_sp024295825",-0.0939188636780235,0.350205248034846,0.515977744626309,"Streptococcus","Bacillota"
"Neisseria_sicca_E",0.0937061024981704,0.351302634154332,0.516954000011758,"Neisseria","Pseudomonadota"
"Streptococcus_agalactiae",-0.0934751046457584,0.35249650844638,0.518069652092394,"Streptococcus","Bacillota"
"Alloprevotella_sp900541335",-0.0930009511592286,0.354955002904356,0.521038886979357,"Alloprevotella","Bacteroidota"
"Streptococcus_parasanguinis_E",-0.0927760321976696,0.356124929764574,0.522111641788012,"Streptococcus","Bacillota"
"Streptococcus_oralis_BF",-0.0925146398909929,0.357487578527986,0.523463954273122,"Streptococcus","Bacillota"
"Haemophilus_D_sp900756875",-0.0919736186050806,0.36031819690909,0.526959823031867,"Haemophilus_D","Pseudomonadota"
"Tannerella_forsythia_A",0.091706147407551,0.361722707071703,0.528364003327095,"Tannerella","Bacteroidota"
"Streptococcus_sobrinus",-0.0908733393606973,0.366117440682734,0.534127161928554,"Streptococcus","Bacillota"
"Haemophilus_A_parahaemolyticus_A",-0.0902168191485791,0.369604920409013,0.538225023255504,"Haemophilus_A","Pseudomonadota"
"Streptococcus_australis",0.0901742669126085,0.369831660218458,0.538225023255504,"Streptococcus","Bacillota"
"Gemella_morbillorum",-0.0899858212961671,0.370836816479906,0.539028086545975,"Gemella","Bacillota"
"Streptococcus_mitis_BS",-0.0897791390071669,0.371941164105185,0.539973191845012,"Streptococcus","Bacillota"
"Brooklawnia_sp000413315",-0.0896393245175492,0.372689360169814,0.540399572246231,"Brooklawnia","Actinomycetota"
"Prevotella_sp016291595",-0.0888004375798426,0.377197792384844,0.546270615280852,"Prevotella","Bacteroidota"
"Porphyromonas_uenonis",0.0883445207658716,0.379661854702864,0.549170249685773,"Porphyromonas","Bacteroidota"
"Campylobacter_A_rectus",0.0881135229134596,0.380914024441725,0.550311998859309,"Campylobacter_A","Campylobacterota"
"Streptococcus_infantis_K",-0.0878095783708123,0.382565415708077,0.552027037957408,"Streptococcus","Bacillota"
"Streptococcus_mitis_BG",0.0876393694269298,0.383492079448728,0.552693433290349,"Streptococcus","Bacillota"
"Alloprevotella_rava",-0.087274635975753,0.385482339890337,0.55488922775982,"Alloprevotella","Bacteroidota"
"Alloprevotella_sp015259235",0.0864539857106052,0.389983091593186,0.560204135484647,"Alloprevotella","Bacteroidota"
"Campylobacter_A_showae_A",-0.0864296701471934,0.390116925299653,0.560204135484647,"Campylobacter_A","Campylobacterota"
"Mobiluncus_sp916438445",-0.0861500411679579,0.391657988259313,0.56173865867349,"Mobiluncus","Actinomycetota"
"F0058_sp905372605",0.0848734740888391,0.398739364337274,0.571206149634962,"F0058","Bacteroidota"
"Lancefieldella_sp916438965",-0.0847154229266625,0.399621356031637,0.571780736849117,"Lancefieldella","Actinomycetota"
"Prevotella_amnii",0.08454521398278,0.400572484391935,0.57245274512261,"Prevotella","Bacteroidota"
"Prevotella_enoeca",-0.083979877133456,0.403741187938504,0.576288442327588,"Prevotella","Bacteroidota"
"Centipeda_sp015265235",-0.0835786703371615,0.405998883570622,0.578816154155239,"Centipeda","Bacillota_C"
"Selenomonas_sputigena",-0.0831105957414846,0.40864222289701,0.581886949729994,"Selenomonas","Bacillota_C"
"Actinomyces_radicidentis",-0.0826668367092195,0.411157538727341,0.584768317639723,"Actinomyces","Actinomycetota"
"Porphyromonas_sp905372525",-0.0823264188214545,0.41309321624554,0.586819395598503,"Porphyromonas","Bacteroidota"
"Prevotella_denticola",-0.0820042376062484,0.414930083407653,0.587716696605006,"Prevotella","Bacteroidota"
"Prevotella_sp916439115",-0.0820042376062484,0.414930083407653,0.587716696605006,"Prevotella","Bacteroidota"
"Streptococcus_mitis_AD",0.0819556064794248,0.415207758745336,0.587716696605006,"Streptococcus","Bacillota"
"Campylobacter_B_gracilis_A",-0.0812018240136594,0.419525535061054,0.593122308189766,"Campylobacter_B","Campylobacterota"
"F0422_sp003992135",-0.0810437728514828,0.420434160726578,0.593700970432187,"F0422","Bacillota_C"
"Mannheimia_haemolytica",-0.0807033549637178,0.422395061721217,0.595762429877256,"Mannheimia","Pseudomonadota"
"Streptococcus_australis_D",-0.0805392249106883,0.423342378506755,0.596391099578829,"Streptococcus","Bacillota"
"Gemella_sp002871655",0.0803568581850999,0.424396387525177,0.597168408008799,"Gemella","Bacillota"
"Pauljensenia_sp900556405",0.0796760224095698,0.428344677342223,0.601648237458106,"Pauljensenia","Actinomycetota"
"Actinomyces_sp011752065",-0.0796334701735992,0.428592142243075,0.601648237458106,"Actinomyces","Actinomycetota"
"Campylobacter_B_sp019423325",-0.0793356045218048,0.43032668801107,0.602149411236564,"Campylobacter_B","Campylobacterota"
"Eikenella_longinqua",-0.0793356045218048,0.43032668801107,0.602149411236564,"Eikenella","Pseudomonadota"
"Prevotella_multisaccharivorax",0.079311288958393,0.430468460513944,0.602149411236564,"Prevotella","Bacteroidota"
"Streptococcus_toyakuensis",-0.0788553721444221,0.433131633351219,0.605162763871444,"Streptococcus","Bacillota"
"Streptococcus_oralis_R",-0.0785514276017747,0.43491228425823,0.606937448336896,"Streptococcus","Bacillota"
"Ornithobacterium_hominis",0.0781623785871862,0.437197578401277,0.609411395919247,"Ornithobacterium","Bacteroidota"
"Campylobacter_A_showae_D",0.0778280395902741,0.439166930350645,0.61143967235002,"Campylobacter_A","Campylobacterota"
"Saccharimonas_sp905373835",-0.0772930971952148,0.442328304968743,0.615120882582264,"Saccharimonas","Patescibacteria"
"Streptococcus_oralis_BA",0.0766912870007731,0.445900127097245,0.618841594198595,"Streptococcus","Bacillota"
"Streptococcus_parasanguinis_P",0.0766669714373613,0.446044782361813,0.618841594198595,"Streptococcus","Bacillota"
"Neisseria_flavescens_A",-0.0763326324404493,0.448036459142347,0.620880361212413,"Neisseria","Pseudomonadota"
"Treponema_B_sp905372205",0.0757551378094194,0.451488318276358,0.624935518545506,"Treponema_B","Spirochaetota"
"Streptococcus_sp905221255",-0.0754633510484779,0.453238033211903,0.626627931963898,"Streptococcus","Bacillota"
"Centipeda_massiliensis",0.0748736986357421,0.456785393111905,0.630798876202154,"Centipeda","Bacillota_C"
"Nanosynbacter_sp905372835",0.0745393596388301,0.458803587947165,0.632098858972243,"Nanosynbacter","Patescibacteria"
"Streptococcus_cristatus_F",-0.0743995451492123,0.459649017466366,0.632098858972243,"Streptococcus","Bacillota"
"Granulicatella_sp900551535",-0.0743630718040946,0.459869705473458,0.632098858972243,"Granulicatella","Bacillota"
"Porphyromonas_sp000769075",-0.0742901251138592,0.4603112566484,0.632098858972243,"Porphyromonas","Bacteroidota"
"Nanosynbacter_sp905373795",0.0742779673321533,0.46038487121107,0.632098858972243,"Nanosynbacter","Patescibacteria"
"Prevotella_corporis",-0.0739314705535354,0.462485610198041,0.634250738783703,"Prevotella","Bacteroidota"
"Porphyromonas_uenonis_A",0.0736883149194175,0.46396295165294,0.635543720639799,"Porphyromonas","Bacteroidota"
"H1_sp001653155",-0.0731594514152112,0.467185085541437,0.639221020378329,"H1","Bacteroidota"
"Prevotella_sp013333285",-0.0729892424713287,0.468224687214216,0.639907072526095,"Prevotella","Bacteroidota"
"Neisseria_perflava_A",-0.0728919802176815,0.468819311240093,0.639984111440264,"Neisseria","Pseudomonadota"
"Gemella_sp900766305",-0.0726670612561225,0.470195953951698,0.641127281248358,"Gemella","Bacillota"
"Prevotella_fusca",-0.0722415388964163,0.472806417284943,0.643770508492981,"Prevotella","Bacteroidota"
"Gemella_haemolysans_C",0.0721746710970339,0.473217346024277,0.643770508492981,"Gemella","Bacillota"
"Nanosynbacter_sp900555885",-0.0719071998995042,0.474862994319624,0.645270971709752,"Nanosynbacter","Patescibacteria"
"Neisseria_perflava_B",-0.0716822809379452,0.476249226107117,0.646034719360557,"Neisseria","Pseudomonadota"
"Streptococcus_mitis_AT",-0.0716397287019746,0.476511731605726,0.646034719360557,"Streptococcus","Bacillota"
"Actinomyces_sp000220835",-0.071475598648945,0.477524983578035,0.646671076849981,"Actinomyces","Actinomycetota"
"Neisseria_subflava_A",-0.0713540208318861,0.478276288285834,0.646825966371464,"Neisseria","Pseudomonadota"
"Streptococcus_oralis_BM",-0.0712810741416507,0.478727376288384,0.646825966371464,"Streptococcus","Bacillota"
"Bulleidia_sp927911475",-0.0711473385428859,0.479554964951802,0.646931590976068,"Bulleidia","Bacillota"
"Streptococcus_sp905221365",-0.0710926285252094,0.479893745366604,0.646931590976068,"Streptococcus","Bacillota"
"Prevotella_sp002265625",0.0708859462362092,0.481174741630233,0.647923859341277,"Prevotella","Bacteroidota"
"Campylobacter_A_concisus_AF",-0.0707704473100032,0.481891390146348,0.648038227775888,"Campylobacter_A","Campylobacterota"
"Tractidigestivibacter_sp022648325",0.0706123961478266,0.482872992751116,0.648038227775888,"Tractidigestivibacter","Actinomycetota"
"Bifidobacterium_longum",0.0706063172569737,0.482910768044776,0.648038227775888,"Bifidobacterium","Actinomycetota"
"Streptococcus_halitosis",0.0705212127850324,0.483439788088489,0.648038227775888,"Streptococcus","Bacillota"
"Streptococcus_sp000314795",-0.0703996349679735,0.484196068029695,0.648321086584805,"Streptococcus","Bacillota"
"Alloprevotella_sp000318095",0.0700470592985026,0.486392847651348,0.649384470489378,"Alloprevotella","Bacteroidota"
"Streptococcus_sp000259505",-0.0700105859533849,0.486620403164235,0.649384470489378,"Streptococcus","Bacillota"
"Actinomyces_haliotis",-0.0699619548265613,0.486923898631511,0.649384470489378,"Actinomyces","Actinomycetota"
"Treponema_C_sp905372025",0.0698707714637671,0.487493223942373,0.649384470489378,"Treponema_C","Spirochaetota"
"UBA7748_sp003862175",0.0698342981186495,0.487721053109348,0.649384470489378,"UBA7748","Actinomycetota"
"Streptococcus_pseudopneumoniae_D",0.0697309569741494,0.488366876248064,0.649517019976452,"Streptococcus","Bacillota"
"Streptococcus_oralis_BE",-0.0694999591217374,0.489812121235514,0.650118439158451,"Streptococcus","Bacillota"
"Streptococcus_sp905221235",-0.0694087757589432,0.4903832359464,0.650118439158451,"Streptococcus","Bacillota"
"W11650_sp002999035",0.0693966179772373,0.490459411207006,0.650118439158451,"W11650","Bacillota_A"
"Capnocytophaga_sp000192225",-0.0686853877474426,0.494926546801432,0.654156365984123,"Capnocytophaga","Bacteroidota"
"Streptococcus_sp015256435",-0.0686853877474426,0.494926546801432,0.654156365984123,"Streptococcus","Bacillota"
"Neisseria_dentiae_A",-0.0686489144023249,0.495156206379908,0.654156365984123,"Neisseria","Pseudomonadota"
"Olsenella_F_profusa_A",0.0684422321133247,0.496458668884495,0.655149120203845,"Olsenella_F","Actinomycetota"
"Nanosynbacter_sp015257705",-0.0681018142255597,0.498607816758112,0.657255758453874,"Nanosynbacter","Patescibacteria"
"SDRW01_sp007845485",-0.0677978696829124,0.500530806797143,0.659059943833669,"SDRW01","Patescibacteria"
"Treponema_D_socranskii",0.0674574517951474,0.502689144195437,0.661169681911919,"Treponema_D","Spirochaetota"
"Campylobacter_A_concisus_A",-0.0673115584146767,0.503615626856484,0.661656331858961,"Campylobacter_A","Campylobacterota"
"Streptococcus_mitis_AH",0.0670197716537352,0.505471252027268,0.662406941063687,"Streptococcus","Bacillota"
"Slackia_exigua",-0.0669650616360587,0.505819576019446,0.662406941063687,"Slackia","Actinomycetota"
"Streptococcus_sp000220065",-0.0669589827452058,0.505858286363186,0.662406941063687,"Streptococcus","Bacillota"
